ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,total_mv,circ_mv,name,industry,list_date
001282.SZ,20260305,24.32,26.397,1.53,36.9347,3.3687,540355.3792,190096.7936,三联锻造,汽车配件,20230524
300779.SZ,20260305,93.72,4.6041,1.24,442.0562,13.8212,1883146.9063,1509271.9409,惠城环保,环境保护,20190522
300434.SZ,20260305,10.1,1.8368,0.99,44.219,1.6121,405761.3107,345542.2969,金石亚药,化学制药,20150424
000695.SZ,20260305,12.99,5.2445,1.1,,17.5285,301046.0286,288132.702,滨海能源,化工原料,19970218
920112.BJ,20260305,37.31,0.5164,0.53,24.4639,3.5351,316575.35,86495.773,巴兰仕,专用机械,20250828
000905.SZ,20260305,12.59,4.258,0.7,46.7688,1.8556,933938.2826,933936.3941,厦门港务,港口,19990429
301332.SZ,20260305,9.37,0.9736,0.67,30.3763,1.4833,432484.0625,248208.9575,德尔玛,家用电器,20230518
301278.SZ,20260305,42.89,15.9948,1.09,38.8588,2.7042,384758.2253,220463.0236,快可电子,电气设备,20220804
920725.BJ,20260305,37.46,16.5984,1.16,867.9548,5.7066,341916.15,157623.2965,惠丰钻石,矿物制品,20220718
920068.BJ,20260305,21.06,5.2199,0.42,80.0774,10.2914,1380693.6316,132055.1737,天工股份,小金属,20250513
000573.SZ,20260305,4.23,2.4143,0.82,,1.6412,269992.6955,267744.1184,粤宏远Ａ,区域地产,19940815
300521.SZ,20260305,31.0,2.7207,1.05,,8.7232,464163.0,464163.0,爱司凯,专用机械,20160705
600639.SH,20260305,10.26,0.5594,0.68,11.4935,0.7951,1151595.6282,872342.8573,浦东金桥,园区开发,19930326
301149.SZ,20260305,12.29,3.6256,0.81,30.8361,2.6271,528470.0221,321050.0895,隆华新材,化工原料,20211110
600835.SH,20260305,25.34,2.4212,1.52,27.6489,1.852,2591621.4065,2043681.8962,上海机电,运输设备,19940224
000973.SZ,20260305,13.36,4.4149,0.96,274.5054,3.8314,3284204.3194,1292477.3565,佛塑科技,塑料,20000525
000501.SZ,20260305,9.1,0.9389,0.74,32.3989,0.6433,699783.3852,699087.9951,武商集团,百货,19921120
000822.SZ,20260305,6.68,7.8413,0.81,152.4659,1.2464,597921.4066,597921.4066,山东海化,化工原料,19980703
688588.SH,20260305,12.83,0.8588,0.64,41.2906,4.1787,513212.8338,513212.8338,凌志软件,软件服务,20200511
300812.SZ,20260305,46.8,33.9202,1.3,,8.365,655560.4957,433873.7068,易天股份,专用机械,20200109
301205.SZ,20260305,198.1,15.5796,1.4,276.5095,16.2049,2570228.64,1346253.5268,联特科技,通信设备,20220913
600386.SH,20260305,4.2,1.2309,0.89,163.5294,1.8968,338688.0,338688.0,北巴传媒,汽车服务,20010216
605116.SH,20260305,24.95,0.6196,0.71,28.564,4.0182,1013427.1688,1013427.1688,奥锐特,化学制药,20200921
002651.SZ,20260305,10.32,1.9702,0.65,88.8037,3.8436,1066530.72,583558.4775,利君股份,航空,20120106
300971.SZ,20260305,24.46,4.9299,0.99,65.6864,2.7303,287649.6,225184.8701,博亚精工,机械基件,20210415
300808.SZ,20260305,31.03,2.3261,0.78,,5.1205,496480.0,368945.3905,久量股份,家用电器,20191129
603809.SH,20260305,11.93,1.3232,0.71,34.1136,3.0056,1097904.5468,1097904.5468,豪能股份,汽车配件,20171128
603010.SH,20260305,11.66,1.3946,0.66,66.4687,1.9019,687448.6394,687448.6394,万盛股份,化工原料,20141010
600107.SH,20260305,5.78,0.7234,0.52,,4.5581,208080.0,208080.0,ST尔雅,服饰,19971106
603279.SH,20260305,19.43,1.9472,0.48,13.2027,2.5272,1119892.739,1119892.739,景津装备,环境保护,20190729
002737.SZ,20260305,13.43,0.3324,0.66,15.9398,1.9353,784312.0,784312.0,葵花药业,中成药,20141230
002193.SZ,20260305,6.45,3.5313,0.76,,3.0822,168806.5298,168805.5623,如意集团,纺织,20071207
603393.SH,20260305,39.0,10.7209,1.15,13.9493,1.8395,1653293.1753,1650563.1909,新天然气,供气供热,20160912
301009.SZ,20260305,12.14,1.5698,0.57,105.8736,2.475,330038.04,183356.524,可靠股份,造纸,20210617
002313.SZ,20260305,9.32,3.2111,1.33,,260.8041,348940.8,348916.2651,日海智能,通信设备,20091203
603919.SH,20260305,19.71,1.2082,0.7,25.7584,3.0297,999809.4541,999809.4541,金徽酒,白酒,20160310
300778.SZ,20260305,13.3,3.9699,0.73,,2.192,270867.3239,270813.9164,新城市,建筑工程,20190510
600027.SH,20260305,5.19,1.4908,0.68,10.5679,1.2651,6026510.8015,4782936.5327,华电国际,火力发电,20050203
300353.SZ,20260305,23.94,3.9745,0.72,381.0306,7.4083,1472053.5571,1286198.0987,东土科技,通信设备,20120927
603755.SH,20260305,29.73,1.4026,0.56,45.9112,4.0719,293178.4736,293178.4736,日辰股份,食品,20190828
301023.SZ,20260305,43.26,3.4213,0.71,35.7796,4.2481,338148.9279,180853.0675,奕帆传动,电气设备,20210707
600959.SH,20260305,3.88,1.2113,0.71,53.0981,0.8534,1940278.4622,1940278.4622,江苏有线,影视音像,20150428
002163.SZ,20260305,14.2,3.8876,0.69,,17.0351,1199840.1711,1141039.4025,海南发展,装修装饰,20070823
002065.SZ,20260305,8.81,1.7785,0.8,56.5137,2.3149,2824029.9724,2561878.9728,东华软件,软件服务,20060823
688041.SH,20260305,242.99,0.921,0.74,292.4877,26.0417,56479091.2732,56479091.2732,海光信息,半导体,20220812
603016.SH,20260305,31.51,1.3161,0.72,66.0984,5.6611,466852.16,466852.16,新宏泰,电气设备,20160701
920856.BJ,20260305,15.34,1.1201,0.67,76.6372,3.087,145924.2474,81394.0968,浩淼科技,专用机械,20201225
002926.SZ,20260305,8.63,0.6517,0.8,31.1193,0.932,2265375.0,2265375.0,华西证券,证券,20180205
000776.SZ,20260305,19.92,0.5905,0.78,16.1745,1.2016,15587092.2579,11760866.2275,广发证券,证券,19970611
600265.SH,20260305,19.48,0.2066,0.69,,291.0233,252850.4,252850.4,ST景谷,林业,20000825
600702.SH,20260305,49.46,1.1805,0.6,47.5982,2.3216,1645825.4155,1645132.9755,舍得酒业,白酒,19960524
002201.SZ,20260305,12.33,3.4731,0.53,271.9354,6.9416,803467.4852,742294.8769,九鼎新材,玻璃,20071226
603722.SH,20260305,38.33,1.3893,1.13,,3.9218,374561.2238,366818.5638,阿科力,化工原料,20171025
301398.SZ,20260305,57.1,3.2612,0.45,79.6105,5.7008,639520.0,212520.49,星源卓镁,汽车配件,20221215
600824.SH,20260305,4.28,0.9929,0.72,127.6969,1.8703,451123.5872,451123.5872,益民集团,百货,19940204
600011.SH,20260305,7.48,1.0925,0.74,11.5852,1.7564,11742173.8325,8226287.0194,华能国际,火力发电,20011206
301208.SZ,20260305,36.41,1.7319,0.54,50.3286,2.8444,436920.2185,240568.3705,中亦科技,软件服务,20220707
600305.SH,20260305,7.72,0.5549,0.64,67.0789,2.5436,854196.0196,851506.912,恒顺醋业,食品,20010206
600292.SH,20260305,15.63,3.8787,1.3,1903.7301,2.3784,6846262.2922,1220416.7991,电投水电,水力发电,20001101
920781.BJ,20260305,9.78,10.6332,1.23,65.8059,4.1875,151166.5788,99836.4209,瑞奇智造,专用机械,20221226
600406.SH,20260305,29.51,2.2349,1.64,31.145,4.8159,23701712.4164,23632063.2626,国电南瑞,电气设备,20031016
000055.SZ,20260305,3.85,1.1873,0.83,28.5499,0.6789,413441.5774,260203.1082,方大集团,其他建材,19960415
000997.SZ,20260305,22.98,1.0918,0.59,23.0611,3.24,2328099.0087,2315095.6975,新大陆,IT设备,20000807
000049.SZ,20260305,25.28,1.0705,0.72,23.5433,1.4595,972366.214,972104.1311,德赛电池,电气设备,19950320
301213.SZ,20260305,85.4,13.9727,1.17,,8.7074,683199.9915,441612.3585,观想科技,软件服务,20211206
002440.SZ,20260305,14.28,10.4291,0.8,75.1834,1.69,1605071.8643,1351400.1793,闰土股份,染料涂料,20100706
920892.BJ,20260305,15.79,0.382,0.57,27.47,6.1121,268984.7864,234141.3945,广咨国际,建筑工程,20211028
605196.SH,20260305,55.64,4.7394,1.63,89.0386,8.6136,2843219.4735,2809612.9135,华通线缆,电气设备,20210511
002534.SZ,20260305,19.8,2.2849,0.68,37.6352,3.1042,1655151.6505,1632988.6234,西子洁能,专用机械,20110110
600881.SH,20260305,1.72,0.8798,0.61,,3.2774,555929.9699,555929.9699,亚泰集团,综合类,19951115
600820.SH,20260305,6.38,0.7658,0.92,7.0606,0.6498,2005933.308,2005933.308,隧道股份,建筑工程,19940128
301169.SZ,20260305,54.37,1.6507,1.01,,8.9471,391684.3942,391562.0617,零点有数,文教休闲,20211103
000690.SZ,20260305,4.65,3.3631,0.83,14.3406,0.806,1011787.8558,1011129.1894,宝新能源,火力发电,19970128
000733.SZ,20260305,52.93,2.586,0.57,30.2336,1.9181,2933218.7983,2932823.4112,振华科技,元器件,19970703
600551.SH,20260305,8.19,0.5719,0.6,13.8993,0.9586,555327.2407,555327.2407,时代出版,出版业,20020905
002020.SZ,20260305,15.35,1.1353,0.73,18.5639,2.3387,1321679.7299,1111291.3942,京新药业,化学制药,20040715
300757.SZ,20260305,395.13,7.8738,1.12,1036.6519,39.7725,6622699.2899,5952743.0591,罗博特科,专用机械,20190108
603011.SH,20260305,27.43,11.7938,1.25,,6.4581,1356178.8007,1356178.8007,合锻智能,专用机械,20141107
300484.SZ,20260305,18.32,1.9847,0.72,137.1508,5.6197,379524.2648,304758.009,蓝海华腾,电气设备,20160322
920183.BJ,20260305,45.18,56.8742,,29.5594,4.7972,221165.136,50826.7184,N海菲曼,IT设备,20260304
605198.SH,20260305,39.72,0.6079,1.05,50.9159,4.8567,1327394.736,1074568.992,安德利,软饮料,20200918
605050.SH,20260305,12.87,0.7607,0.52,20.027,1.49,634271.1559,634271.1559,福然德,仓储物流,20200924
300166.SZ,20260305,12.02,9.0867,0.73,465.1396,2.3394,1368772.3891,1088744.6295,东方国信,软件服务,20110125
600571.SH,20260305,14.55,1.9817,0.77,94.0096,5.6613,678493.1396,666028.7279,信雅达,软件服务,20021101
002091.SZ,20260305,8.83,1.0819,0.7,12.9988,0.9305,1437272.0713,1409996.0026,江苏国泰,商贸代理,20061208
920914.BJ,20260305,26.77,1.5907,0.83,39.5333,2.7529,266623.846,266413.0323,远航精密,小金属,20221111
300321.SZ,20260305,38.28,0.9209,0.53,404.6702,5.3637,339926.4,339527.9052,同大股份,塑料,20120523
002861.SZ,20260305,19.86,7.1756,1.5,274.9717,3.3595,369959.9485,298234.3431,瀛通通讯,元器件,20170413
300668.SZ,20260305,25.25,2.0225,0.46,,3.8774,303962.7143,251727.0016,杰恩设计,装修装饰,20170619
920058.BJ,20260305,30.38,2.7497,2.48,30.3328,4.9049,170298.4622,83831.7507,华洋赛车,摩托车,20230810
920634.BJ,20260305,25.41,2.9306,0.49,58.3189,5.6081,162392.1744,102804.9545,新威凌,铅锌,20221124
688710.SH,20260305,52.57,2.9732,1.29,50.1523,3.1898,741129.8361,476778.1687,益诺思,生物制药,20240903
301305.SZ,20260305,28.1,8.4274,1.11,31.4485,1.7963,677851.2532,347634.8057,朗坤科技,环境保护,20230523
001260.SZ,20260305,21.58,1.4827,0.66,51.3891,2.9989,248170.0,248170.0,坤泰股份,汽车配件,20230216
603273.SH,20260305,18.66,4.3266,1.31,103.0628,4.5659,399908.8044,104604.9744,天元智能,专用机械,20231023
688158.SH,20260305,36.19,9.4683,0.72,,6.8414,1651368.0881,1467410.0731,优刻得-W,软件服务,20200120
600241.SH,20260305,8.47,1.8165,1.07,128.6049,2.1334,249273.8914,249273.8914,时代万恒,电气设备,20001128
601766.SH,20260305,6.25,0.779,0.84,14.4797,1.0764,17936790.055,15204873.78,中国中车,运输设备,20080818
688420.SH,20260305,25.8,1.7338,0.72,56.0904,1.5809,228149.4,107686.62,美腾科技,专用机械,20221209
300960.SZ,20260305,25.4,1.0628,0.68,74.6601,6.0851,366888.4331,332430.7931,通业科技,运输设备,20210329
688048.SH,20260305,169.68,8.4718,0.93,,9.9531,2991118.0728,2991118.0728,长光华芯,半导体,20220401
601169.SH,20260305,5.4,0.5666,0.84,4.42,0.4109,11417211.5069,11417211.5069,北京银行,银行,20070919
001358.SZ,20260305,29.1,1.5489,0.54,44.179,2.5054,358512.0,148341.0563,兴欣新材,化工原料,20231221
001896.SZ,20260305,14.44,14.9831,1.14,,6.3902,2203228.2405,2203228.2405,豫能控股,火力发电,19980122
603787.SH,20260305,13.11,1.0465,0.73,117.7457,1.8976,301718.5087,301718.5087,新日股份,摩托车,20170427
300572.SZ,20260305,27.22,2.0515,0.68,,3.519,623307.5463,499751.3089,安车检测,电器仪表,20161206
002125.SZ,20260305,14.96,5.3931,1.41,29.8949,3.0861,941712.3171,941712.3171,湘潭电化,化工原料,20070403
003017.SZ,20260305,32.89,4.1602,0.65,43.3399,2.5766,276276.0,227888.1925,大洋生物,化工原料,20201026
600748.SH,20260305,4.99,0.8217,0.78,,0.8814,920436.8831,920436.8831,上实发展,全国地产,19960925
000965.SZ,20260305,3.89,1.582,0.53,256.2905,0.7858,431724.2182,431724.2182,天保基建,区域地产,20000406
603275.SH,20260305,43.6,2.632,0.47,30.1893,2.2167,648645.2704,181096.7987,众辰科技,电器仪表,20230823
300838.SZ,20260305,16.02,2.0065,0.65,120.564,2.2393,221040.756,163011.3098,浙江力诺,机械基件,20200608
600323.SH,20260305,28.28,0.7117,0.76,13.8578,1.646,2305801.7289,2305801.7289,瀚蓝环境,环境保护,20001225
002088.SZ,20260305,11.09,0.5694,0.57,11.8523,2.1902,569052.9479,560922.6382,鲁阳节能,矿物制品,20061130
600103.SH,20260305,3.71,2.9099,0.73,98.0922,2.0922,831346.7231,820774.0764,青山纸业,造纸,19970703
920663.BJ,20260305,15.6,1.7592,1.29,26.3304,5.1202,208341.9156,99959.3712,明阳科技,汽车配件,20230315
600192.SH,20260305,9.84,4.3338,1.43,,4.2866,434680.032,434680.032,长城电工,电气设备,19981224
300815.SZ,20260305,23.84,1.8462,0.75,16.5159,2.153,950243.328,930667.3695,玉禾田,环境保护,20200123
600363.SH,20260305,60.56,2.3409,0.85,113.2128,6.3797,2730580.4532,2730580.4532,联创光电,元器件,20010329
600743.SH,20260305,1.92,0.5208,0.48,,7.1174,450451.3678,450451.3678,华远控股,区域地产,19960909
688339.SH,20260305,35.13,8.2383,1.66,,4.1996,844989.2006,687800.149,亿华通-U,汽车配件,20200810
002561.SZ,20260305,8.38,1.1101,0.84,824.6292,1.5966,348409.394,347300.3571,徐家汇,百货,20110303
002590.SZ,20260305,13.59,1.8525,0.93,33.3929,2.349,705392.3162,672646.3795,万安科技,汽车配件,20110610
688275.SH,20260305,93.41,7.394,1.24,,2.3007,1178072.5629,790218.4753,万润新能,电气设备,20220929
000513.SZ,20260305,33.84,0.6588,0.67,14.5781,2.2486,3004677.8667,1922585.0629,丽珠集团,化学制药,19931028
603136.SH,20260305,11.5,1.3166,0.77,29.6808,2.2863,310645.7165,310645.7165,天目湖,旅游景点,20170927
688117.SH,20260305,36.3,0.7699,0.46,114.2081,5.3619,571311.1001,571311.1001,圣诺生物,生物制药,20210603
600938.SH,20260305,41.6,5.6427,1.09,14.3345,2.6227,197724608.5734,12438400.0,中国海油,石油开采,20220421
300496.SZ,20260305,66.2,2.7774,0.68,74.862,3.0217,3050304.9733,2440270.9538,中科创达,软件服务,20151210
600085.SH,20260305,29.72,0.3958,0.72,26.7056,2.9831,4076009.6187,4076009.6187,同仁堂,中成药,19970625
002953.SZ,20260305,13.02,4.918,1.27,39.8425,2.9533,640036.7017,353672.0654,日丰股份,电气设备,20190509
920839.BJ,20260305,38.92,3.4008,2.81,42.3171,6.9379,460073.2071,253189.5686,万通液压,工程机械,20201109
002138.SZ,20260305,40.92,4.0821,1.0,32.3154,4.8666,3299454.7046,3095596.9647,顺络电子,元器件,20070613
002840.SZ,20260305,9.54,1.8852,1.07,104.7761,1.9065,765266.7389,759985.4274,华统股份,食品,20170110
300370.SZ,20260305,2.95,4.3747,0.94,,9.0755,461785.9864,460633.6748,安控科技,电器仪表,20140123
600088.SH,20260305,15.2,1.1928,0.65,137.8707,4.7884,604513.728,604513.728,中视传媒,影视音像,19970616
300380.SZ,20260305,37.12,1.3014,0.53,340.591,13.2808,513885.7536,472780.8956,安硕信息,软件服务,20140128
002409.SZ,20260305,93.12,3.8233,0.92,50.8482,5.6752,4431838.5375,2966083.8201,雅克科技,半导体,20100525
301538.SZ,20260305,79.46,4.1237,1.17,35.4007,4.5384,622966.4,248071.5058,骏鼎达,塑料,20240320
600558.SH,20260305,6.32,2.2617,0.81,36.6041,2.3848,567286.2532,567286.2532,大西洋,钢加工,20010227
002547.SZ,20260305,3.54,2.551,0.7,,,399332.2375,391101.7368,春兴精工,汽车配件,20110218
601965.SH,20260305,19.02,0.995,0.98,21.0163,2.4353,1907810.3951,1898967.6928,中国汽研,汽车服务,20120611
603729.SH,20260305,17.53,4.0166,0.82,196.3375,5.3551,163621.514,163621.514,龙韵股份,广告包装,20150324
000995.SZ,20260305,15.03,6.9798,0.62,96.2603,18.0822,266644.224,266644.224,皇台酒业,白酒,20000807
002357.SZ,20260305,16.09,9.8702,1.5,41.2664,2.9567,504403.8589,504385.7577,富临运业,公共交通,20100210
603701.SH,20260305,19.98,1.5243,1.25,113.1993,6.5054,522201.0782,522201.0782,德宏股份,汽车配件,20160412
300864.SZ,20260305,22.15,1.1602,0.51,20.905,2.6474,349772.1628,349772.1628,南大环境,环境保护,20200824
600403.SH,20260305,7.07,3.8877,1.14,,3.6874,1690304.3682,1690304.3682,大有能源,煤炭开采,20031009
601966.SH,20260305,14.64,0.9118,0.85,12.2268,0.9311,2142567.9279,2142567.9279,玲珑轮胎,汽车配件,20160706
603444.SH,20260305,386.39,1.6888,0.8,29.4585,5.623,2783596.1015,2783596.1015,吉比特,互联网,20170104
000035.SZ,20260305,7.44,8.3581,1.16,63.4581,1.7287,1776696.3801,1720891.1565,中国天楹,环境保护,19940408
600197.SH,20260305,12.77,0.6376,0.63,21.1426,1.5825,604244.1136,604244.1136,伊力特,白酒,19990916
603580.SH,20260305,15.78,0.5704,0.31,,4.8981,206202.3096,206202.3096,*ST艾艾,塑料,20170525
600516.SH,20260305,6.88,10.5556,2.79,148.9002,1.7106,2769867.6132,2769867.6132,方大炭素,矿物制品,20020830
300436.SZ,20260305,108.28,5.0111,0.83,,45.0231,1724543.076,1480425.4803,广生堂,化学制药,20150422
603557.SH,20260305,3.41,1.6863,0.58,,27.1461,212591.9788,212591.9788,ST起步,服饰,20170818
603861.SH,20260305,21.09,9.0032,1.18,58.0716,2.8614,1139973.4571,1114788.8821,白云电器,电气设备,20160322
920471.BJ,20260305,14.7,5.7059,0.78,,2.4237,122304.0,77954.9923,美邦科技,化工原料,20230525
601222.SH,20260305,6.31,2.5519,1.5,17.2665,0.8472,1299966.7374,1299966.7374,林洋能源,新型电力,20110808
301596.SZ,20260305,69.82,2.525,0.94,53.4017,6.3467,538768.1246,218652.592,瑞迪智驱,机械基件,20240513
600261.SH,20260305,3.97,8.201,5.71,26.1067,1.5271,530016.0275,530016.0275,阳光照明,家用电器,20000720
688182.SH,20260305,30.2,1.035,0.7,209.0171,5.4357,1208000.0,1208000.0,灿勤科技,通信设备,20211116
000629.SZ,20260305,4.02,1.9595,0.67,130.9581,3.042,3734961.0337,3734711.8355,钒钛股份,小金属,19961115
300433.SZ,20260305,32.39,0.9573,0.61,47.1808,3.2371,17097841.6779,16095189.6417,蓝思科技,元器件,20150318
000813.SZ,20260305,3.57,1.0596,0.6,,1.5044,748666.6778,748543.5128,德展健康,化学制药,19980519
603004.SH,20260305,24.25,3.5233,0.59,34.9465,2.7578,571136.0,142784.0,鼎龙科技,化工原料,20231227
600722.SH,20260305,12.3,27.0147,2.39,159.0173,6.7767,836793.2015,836793.2015,金牛化工,化工原料,19960626
000600.SZ,20260305,9.47,3.8342,0.88,32.1497,1.4691,1707662.9541,1032278.1796,建投能源,火力发电,19960606
600322.SH,20260305,2.24,1.2662,0.57,,,247676.8,247676.8,津投城开,区域地产,20010910
600448.SH,20260305,3.31,4.039,1.41,,1.8497,208470.3081,208470.3081,华纺股份,纺织,20010903
688253.SH,20260305,33.64,0.8443,0.63,18.6671,2.2454,460815.239,460815.239,英诺特,医疗保健,20220728
603377.SH,20260305,3.76,1.0724,1.09,,3.3185,268823.4331,268823.4331,ST东时,汽车服务,20160205
002487.SZ,20260305,70.39,2.786,0.98,94.7321,5.6127,4489117.6676,4441047.7524,大金重工,电气设备,20101015
300263.SZ,20260305,11.58,5.9042,0.79,91.4637,2.8546,1198537.2977,1129662.7511,隆华科技,专用机械,20110916
603421.SH,20260305,8.26,3.6221,1.12,,1.9234,538709.3621,538709.3621,鼎信通讯,通信设备,20161011
600233.SH,20260305,18.99,0.4896,0.49,16.1987,1.9478,6499469.3002,6499469.3002,圆通速递,仓储物流,20000608
603319.SH,20260305,35.28,2.1604,0.79,72.1734,4.8474,1196520.064,1196520.064,美湖股份,汽车配件,20161130
603110.SH,20260305,17.21,6.4384,0.87,248.1207,4.9756,346311.2058,346311.2058,东方材料,染料涂料,20171013
600667.SH,20260305,10.32,8.0172,1.06,32.8319,2.4934,2158471.5277,2158471.5277,太极实业,半导体,19930728
920278.BJ,20260305,9.1,2.0772,0.75,57.6508,4.1377,158795.0,67383.68,鹿得医疗,医疗保健,20200727
688416.SH,20260305,90.0,6.0796,0.99,,5.8844,747051.201,747051.201,恒烁股份,半导体,20220829
002218.SZ,20260305,6.18,7.0174,0.64,809.4745,2.1522,873246.6993,860502.1179,拓日新能,新型电力,20080228
603178.SH,20260305,16.53,0.5822,0.73,131.348,3.2176,390788.8393,390788.8393,圣龙股份,汽车配件,20170328
920493.BJ,20260305,162.0,6.7401,0.91,802.2879,22.2003,967292.361,709502.4576,并行科技,软件服务,20231101
600731.SH,20260305,7.61,1.5078,0.68,16.0211,1.3425,425202.9786,412220.5081,湖南海利,农药化肥,19960802
603600.SH,20260305,10.83,0.9449,0.63,12.0815,1.563,357859.1231,324941.1908,永艺股份,家居用品,20150123
301273.SZ,20260305,30.73,1.6561,0.75,,2.3889,220155.2268,168972.4912,瑞晨环保,机械基件,20221025
002771.SZ,20260305,15.63,6.2735,1.32,464.2444,5.3196,327861.2883,272766.4058,真视通,软件服务,20150629
920427.BJ,20260305,13.69,2.6461,0.64,91.681,4.5322,141137.055,69693.0712,华维设计,建筑工程,20210205
600594.SH,20260305,3.92,1.0537,0.62,,1.2918,310435.5408,310435.5408,益佰制药,中成药,20040323
603993.SH,20260305,22.63,1.3034,0.7,35.7783,6.2321,48415323.9283,39513885.8443,洛阳钼业,小金属,20121009
301037.SZ,20260305,15.62,2.906,0.81,,3.4225,217167.4935,106212.5402,保立佳,染料涂料,20210730
600060.SH,20260305,22.13,0.6078,0.47,12.8567,1.4132,2887903.5981,2877273.3796,海信视像,家用电器,19970422
603156.SH,20260305,29.9,0.3448,0.7,21.883,4.1922,3768229.9223,3768229.9223,养元饮品,软饮料,20180212
601598.SH,20260305,5.81,0.4934,0.74,10.6389,1.0893,4167949.4629,2996490.2019,中国外运,仓储物流,20190118
300275.SZ,20260305,11.95,1.6907,0.72,66.2118,3.8971,368066.0563,324396.4363,梅安森,工程机械,20111102
920608.BJ,20260305,18.79,1.3393,0.97,35.4796,2.4358,116948.96,74055.0822,丰安股份,机械基件,20221216
301630.SZ,20260305,201.66,15.1665,0.6,56.2881,4.8187,806640.0,201660.0,同宇新材,化工原料,20250710
301500.SZ,20260305,25.2,20.6837,0.78,110.2978,3.0251,1416119.0476,363007.6834,飞南资源,环境保护,20230921
300598.SZ,20260305,40.31,1.7002,0.58,,5.8969,874653.398,874408.4502,诚迈科技,软件服务,20170120
600577.SH,20260305,14.62,3.0741,0.84,55.9405,5.2469,3142226.9783,3142226.9783,精达股份,电气设备,20020911
688798.SH,20260305,71.58,1.7588,0.69,65.4713,3.9772,1668734.7765,971650.1119,艾为电子,半导体,20210816
920260.BJ,20260305,12.95,13.0408,1.43,30.118,2.9893,134097.25,127967.9619,中寰股份,专用机械,20211115
601003.SH,20260305,5.46,0.8949,0.58,,1.5505,1399285.0872,1399285.0872,柳钢股份,普钢,20070227
601001.SH,20260305,17.14,1.6811,0.69,10.216,1.526,2868721.8,2868721.8,晋控煤业,煤炭开采,20060623
300832.SZ,20260305,51.97,0.5626,0.79,22.3324,4.6695,4083380.5256,3550186.4008,新产业,医疗保健,20200512
600400.SH,20260305,2.22,1.0596,0.83,,2.181,508684.5511,508684.5511,红豆股份,服饰,20010108
688213.SH,20260305,89.68,2.3602,0.84,91.8648,7.37,3607887.1582,2901232.9808,思特威-W,半导体,20220520
301393.SZ,20260305,47.35,1.3496,0.55,38.1476,2.1901,511380.0,199366.1096,昊帆生物,化工原料,20230712
688215.SH,20260305,67.46,1.3526,0.74,263.1808,8.6825,421107.3727,421107.3727,瑞晟智能,专用机械,20200828
600800.SH,20260305,4.81,12.0411,1.75,,4.493,533931.7489,533780.2339,渤海化学,化工原料,19931206
600716.SH,20260305,4.7,1.9208,0.96,,0.8745,439948.4773,439948.4773,凤凰股份,区域地产,19960702
002701.SZ,20260305,5.26,1.16,0.81,17.0324,1.3761,1346434.0067,1345195.4303,奥瑞金,广告包装,20121011
300979.SZ,20260305,46.37,0.1867,0.9,14.0909,3.4724,5411379.0,5411331.7026,华利集团,服饰,20210426
600489.SH,20260305,31.9,1.7295,0.64,45.6674,5.2963,15462927.0792,15462927.0792,中金黄金,黄金,20030814
920014.BJ,20260305,17.54,30.3211,1.94,35.3943,2.7127,213736.7272,117600.9607,特瑞斯,专用机械,20221213
003027.SZ,20260305,21.89,1.901,0.67,73.3062,1.6762,286153.0848,229540.659,同兴科技,环境保护,20201218
600377.SH,20260305,12.03,0.223,0.83,12.2514,1.5045,6060410.2425,4574026.1502,宁沪高速,路桥,20010116
603163.SH,20260305,112.0,7.5924,1.82,97.9001,9.587,1120000.0,1120000.0,圣晖集成,建筑工程,20221013
000739.SZ,20260305,17.1,0.5255,0.85,19.2115,3.054,1980938.515,1980194.3726,普洛药业,化学制药,19970509
002314.SZ,20260305,2.56,2.0586,0.84,,0.755,693192.3233,342598.9796,南山控股,区域地产,20091203
301353.SZ,20260305,28.79,3.4819,0.86,44.8675,2.183,282663.8159,91786.1159,普莱得,专用机械,20230530
600744.SH,20260305,9.04,15.5616,0.95,,12.9038,1836136.3437,1836136.3437,华银电力,火力发电,19960905
002276.SZ,20260305,16.72,5.0642,1.3,49.5513,2.7758,1690518.1457,1684131.3983,万马股份,电气设备,20090710
688352.SH,20260305,14.0,3.9685,0.81,53.1368,2.7072,1664652.2032,512233.5722,颀中科技,半导体,20230420
605077.SH,20260305,15.27,0.9283,0.48,17.2359,1.5373,462757.2477,457228.7442,华康股份,食品,20210209
002517.SZ,20260305,21.54,2.4679,0.89,28.259,4.5049,4601898.726,4069092.6936,恺英网络,互联网,20101207
301220.SZ,20260305,35.49,1.4506,0.7,71.8496,2.282,400223.7112,276236.5215,亚香股份,化工原料,20220622
301212.SZ,20260305,28.7,2.7254,0.71,179.5944,2.3118,309960.0,269062.5,联盛化学,化工原料,20220419
300042.SZ,20260305,35.87,13.7639,1.61,,7.1754,718834.8,718768.6199,朗科科技,IT设备,20100108
688450.SH,20260305,31.88,3.9272,0.74,,2.2415,210408.0,155990.9823,光格科技,电器仪表,20230724
601136.SH,20260305,17.3,0.2171,0.44,48.0123,3.512,4728667.474,4728667.474,首创证券,证券,20221222
002773.SZ,20260305,27.06,0.6502,0.77,20.9287,2.7198,2493094.5015,1858572.8825,康弘药业,化学制药,20150626
600329.SH,20260305,41.0,0.5096,0.74,14.1629,4.4329,3157386.8596,2325066.3596,达仁堂,中成药,20010606
